source_name,domain_tag,url,date_collected,sentence_index,sentence
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,27,"Chinese technology companies are steadily expanding their influence in Africa’s artificial intelligence sector, with experts citing their growing support for open-source AI models as a major factor in widening access…"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,28,"China’s technological progress a global opportunity, not a threat – Li Qiang"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,29,China tests latest research and development achievements on its space station
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,30,Factorial secures Ksh.
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,31,19.4B to scale AI workforce solutions globally
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,32,Lizzo addresses poor album sales calls it “soul-crushing”
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,33,"Kate Kamau discusses her vision of Kenya’s future, addresses US backlash"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,34,"“In Love” is about feelings you can’t control,” says Keemlyf of new visuals"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,35,Why African scholars must tell their own stories
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,36,Kenya must move beyond toxic pesticides dependency to protect public health and food security
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,37,Retiring in the village
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,38,"How Africa can learn from planning, development of China’s industrial parks"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,39,"Tusker FC announces end-of-season award winners: Simiyu, Adikiny, Kapaito Among Honourees"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,40,Tusker step in as Al Merreikh bow out of Kagame Cup
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,41,2026 FIFA World Cup
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,42,Déjà Vu for the Atlas Lions: France strike twice to end Morocco’s run
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,43,Rematch of 2022: France face Morocco for World Cup semi-final spot
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,44,Welcome to Foxiz
